,sid,RT_level,A,A_stdzd,B,B_stdzd,C,C_stdzd,D,D_stdzd,max_rt_lv,stdzd_avg,text,tokens,uid
0,3703569989511011,1,,,,,0.0,0.013278939504807904,0.0,0.022763229408860945,,0.018021084456834424,第一段：经常上天涯看（婆媳大战、母子关系、凤凰男）这类帖子，从来没有想到现在会发生在我身上，等我整理一下思绪。接着大段空白等回复第二段两种可能。1、不好意思刚才我老公打我/我妈跟我大吵一架/我婆婆跟我对打2、不好意思刚才喝水我一鼓作气全说完吧我文,第一段 ： 经常 上 天涯 看 （ 婆媳 大战 、 母子 关系 、 凤凰 男 ） 这 类 帖子 ， 从来 没有 想到 现在 会 发生 在 我 身上 ， 等 我 整理 一下 思绪 。 接着 大段 空白 等 回复 第二段 两种 可能 。 1 、 不好意思 刚才 我 老公 打 我 / 我妈 跟 我 大吵一架 / 我 婆婆 跟 我 对 打 2 、 不好意思 刚才 喝水 我 一鼓作气 全 说完 吧 我文,
1,3694122940089227,3,,,,,0.0,0.013278939504807904,-1.0,-1.0222441022225397,,-0.5044825813588659,呵呵，你不会以为中国搜寻飞机是从中国起飞的吧[呵呵],呵呵 ， 你 不会 以为 中国 搜寻 飞机 是从 中国 起飞 的 吧 {TP},
2,3745219256257320,2,,,,,0.0,0.013278939504807904,0.0,0.022763229408860945,,0.018021084456834424,早晚的事，但他忽视了一个重要问题——【过程】[霹雳]——而你，如果也忽视，你会有这样的结局？……真相是在美好前景来临之前，得先跌=阵痛=完成洗牌=熊市的最后进程，因此你可能被最后一次忽悠而站岗1、2年！[偷笑],早晚 的 事 ， 但 他 忽视 了 一个 重要 问题 — — 【 过程 】 {TP} — — 而 你 ， 如果 也 忽视 ， 你 会 有 这样 的 结局 ？ … … 真相 是 在 美好前景 来临 之前 ， 得 先跌 = 阵痛 = 完成 洗牌 = 熊市 的 最后 进程 ， 因此 你 可能 被 最后 一次 忽悠 而 站岗 1 、 2 年 ！ {TP},
3,3691292627832848,2,,,,,0.0,0.013278939504807904,1.0,1.0677705610402617,,0.5405247502725348,呵……有时间会补眠别担心，有空闲时间也会上来看看大家，但如果我潜水个几天，请大家多见谅喔！因为一定是正忙着拍戏，毕竟微博是我亲自在用，谢谢大家体谅,呵 … … 有 时间 会 补眠别 担心 ， 有 空闲 时间 也 会 上来 看看 大家 ， 但 如果 我 潜水 个 几天 ， 请 大家 多 见谅 喔 ！ 因为 一定 是 正忙着 拍戏 ， 毕竟 微博是 我 亲自 在 用 ， 谢谢 大家 体谅,
4,3717359665330839,2,,,,,1.0,0.9567159747987788,3.0,3.1577852243030637,,2.057250599550921,[挤眼]抱歉抱歉！昨天交了一遍稿，可能是半夜迷煳竟然还是没发现！谢谢指正。翻译第三P的【临时=零食】[偷笑]我就不重发了。PS：大萌的这段专访真的很喜欢。特别是他说他应该再也不会烫头发的那段[偷笑],{TP} 抱歉 抱歉 ！ 昨天 交了 一遍 稿 ， 可能 是 半夜 迷 煳 竟然 还是 没 发现 ！ 谢谢 指正 。 翻译 第三 P 的 【 临时 = 零食 】 {TP} 我 就 不 重发 了 。 PS ： 大萌 的 这段 专访 真的 很 喜欢 。 特别 是 他 说 他 应该 再也不会 烫头发 的 那段 {TP},
5,3684425738501889,2,,,,,0.0,0.013278939504807904,0.0,0.022763229408860945,,0.018021084456834424,好啊好啊要得要得就等你们消息了航,好 啊  好 啊  要 得  要 得  就 等 你们 消息 了 航  ,
6,3694517188226907,2,,,,,0.0,0.013278939504807904,0.0,0.022763229408860945,,0.018021084456834424,对啊，反正加权算价来卖公道啊，想要全套就拍三个嘛[嘻嘻]买这种的基本是想试试的，强加一套也不好，如果是买来送人就备注一套不拆就好了,对 啊 ， 反正 加权 算价来 卖 公道 啊 ， 想要 全套 就 拍 三个 嘛 {TP} 买 这种 的 基本 是 想 试试 的 ， 强加 一套 也 不好 ， 如果 是 买来 送人 就 备注 一套 不 拆 就 好 了,
7,3687214720702354,1,,,,,-1.0,-0.9301580957891632,0.0,0.022763229408860945,,-0.453697433190151,周这个解释引火烧身，等于暴露了杀夏俊峰的真正决策动机。他认真看过䅁卷和勘察尸检报告吗？认真研究过律师指出的大量的防卫事实和证据吗？分析过伪证定䅁的硬伤吗？,周 这个 解释 引火烧身 ， 等于 暴露 了 杀 夏俊峰 的 真正 决策 动机 。 他 认真 看过 䅁 卷 和 勘察 尸检 报告 吗 ？ 认真 研究 过 律师 指出 的 大量 的 防卫 事实 和 证据 吗 ？ 分析 过 伪证 定 䅁 的 硬伤 吗 ？,
8,3690619106620187,0,,,,,0.0,0.013278939504807904,0.0,0.022763229408860945,,0.018021084456834424,你自己看判决书最后一段啊，人家确实就是这么写的啊！笔误！但为什么会笔误呢？漳州与泉州拼音也不一样啊，估计法官一直想着我们泉州律师的辩护意见，而且觉得有道理，但基于各种压力和考虑，不敢采纳吧！,你 自己 看 判决书 最后 一段 啊 ， 人家 确实 就是 这么 写 的 啊 ！ 笔误 ！ 但 为什么 会 笔误 呢 ？ 漳州 与 泉州 拼音 也 不 一样 啊 ， 估计 法官 一直 想着 我们 泉州 律师 的 辩护 意见 ， 而且 觉得 有 道理 ， 但 基于 各种 压力 和 考虑 ， 不敢 采纳 吧 ！,
9,3691278414022216,2,,,,,1.0,0.9567159747987788,1.0,1.0677705610402617,,1.0122432679195204,呵……有时间会补眠别担心，有空闲时间也会上来看看大家，但如果我潜水个几天，请大家多见谅喔！因为一定是正忙着拍戏，毕竟微博是我亲自在用，谢谢大家体谅,呵 … … 有 时间 会 补眠别 担心 ， 有 空闲 时间 也 会 上来 看看 大家 ， 但 如果 我 潜水 个 几天 ， 请 大家 多 见谅 喔 ！ 因为 一定 是 正忙着 拍戏 ， 毕竟 微博是 我 亲自 在 用 ， 谢谢 大家 体谅,
